user_id,join_date,gopay_tier,internal_credit_score,paylater_limit
GP-013646,2021-07-18,Plus,,3000000
GP-013647,2021-06-20,Plus,,500000
GP-013648,2021-06-01,Plus,743.0,3000000
GP-013649,2021-03-13,Plus,620.0,500000
GP-013650,2023-08-03,Plus,724.0,3000000
GP-013651,2021-12-13,Plus,657.0,5000000
GP-013652,2021-02-08,Plus,677.0,1500000
GP-013653,2022-02-22,Basic,366.0,0
GP-013654,2022-10-22,Plus,583.0,1500000
GP-013655,2022-10-30,Plus,841.0,500000
GP-013656,2022-09-26,Basic,,0
GP-013657,2022-05-03,Plus,712.0,1500000
GP-013658,2021-03-16,Plus,,500000
GP-013659,2023-01-20,Plus,545.0,500000
GP-013660,2023-03-08,Basic,423.0,0
GP-013661,2022-08-31,Plus,630.0,5000000
GP-013662,2021-12-04,Basic,417.0,0
GP-013663,2023-03-10,Basic,456.0,0
GP-013664,2023-09-06,Plus,731.0,1500000
GP-013665,2021-09-05,Basic,436.0,0
GP-013666,2023-08-14,Plus,423.0,500000
GP-013667,2021-02-18,Basic,489.0,0
GP-013668,2021-03-12,Plus,837.0,5000000
GP-013669,2022-01-26,Basic,,0
GP-013670,2023-05-25,Plus,589.0,500000
GP-013671,2023-04-08,Plus,727.0,500000
GP-013672,2021-12-18,Basic,370.0,0
GP-013673,2021-05-30,Basic,340.0,0
GP-013674,2021-02-17,Plus,666.0,1500000
GP-013675,2021-02-12,Plus,453.0,1500000
GP-013676,2022-12-08,Basic,448.0,0
GP-013677,2022-04-18,Basic,435.0,0
GP-013678,2022-10-16,Basic,366.0,0
GP-013679,2023-07-18,Basic,434.0,0
GP-013680,2022-10-31,Plus,,5000000
GP-013681,2021-02-16,Basic,493.0,0
GP-013682,2023-04-07,Plus,,500000
GP-013683,2023-07-27,Plus,486.0,500000
GP-013684,2021-09-23,Basic,421.0,0
GP-013685,2021-10-16,Plus,731.0,1500000
GP-013686,2022-07-22,Plus,,3000000
GP-013687,2022-05-02,Plus,803.0,500000
GP-013688,2023-03-22,Plus,527.0,500000
GP-013689,2021-10-17,Plus,829.0,1500000
GP-013690,2021-03-23,Plus,647.0,1500000
GP-013691,2023-07-14,Plus,413.0,1500000
GP-013692,2023-03-28,Plus,836.0,500000
GP-013693,2022-04-29,Plus,633.0,500000
GP-013694,2022-12-11,Plus,579.0,500000
GP-013695,2023-03-21,Basic,434.0,0
GP-013696,2021-04-03,Plus,831.0,500000
GP-013697,2021-06-03,Basic,,0
GP-013698,2023-06-05,Basic,480.0,0
GP-013699,2023-07-01,Basic,323.0,0
GP-013700,2022-11-15,Plus,417.0,3000000
GP-013701,2022-12-10,Plus,598.0,3000000
GP-013702,2021-06-22,Basic,334.0,0
GP-013703,2021-04-01,Basic,451.0,0
GP-013704,2021-06-27,Basic,341.0,0
GP-013705,2022-12-17,Plus,652.0,1500000
GP-013706,2021-10-06,Plus,609.0,500000
GP-013707,2022-12-03,Plus,569.0,5000000
GP-013708,2021-04-30,Plus,,1500000
GP-013709,2022-01-13,Plus,,500000
GP-013710,2022-04-27,Plus,709.0,3000000
GP-013711,2021-08-11,Basic,,0
GP-013712,2023-03-19,Plus,729.0,3000000
GP-013713,2023-04-05,Plus,494.0,3000000
GP-013714,2022-08-16,Plus,454.0,5000000
GP-013715,2021-09-07,Plus,797.0,3000000
GP-013716,2022-10-31,Basic,306.0,0
GP-013717,2022-11-02,Plus,546.0,3000000
GP-013718,2021-10-12,Plus,657.0,5000000
GP-013719,2021-12-23,Plus,,500000
GP-013720,2022-06-09,Plus,514.0,500000
GP-013721,2023-03-05,Plus,809.0,3000000
GP-013722,2023-01-09,Plus,521.0,500000
GP-013723,2021-04-14,Plus,473.0,3000000
GP-013724,2022-02-15,Plus,761.0,1500000
GP-013725,2022-06-12,Plus,694.0,1500000
GP-013726,2023-05-08,Plus,590.0,1500000
GP-013727,2023-07-21,Plus,700.0,500000
GP-013728,2023-07-24,Basic,485.0,0
GP-013729,2021-02-02,Basic,357.0,0
GP-013730,2021-12-29,Plus,,3000000
GP-013731,2023-05-17,Basic,408.0,0
GP-013732,2022-08-23,Basic,302.0,0
GP-013733,2021-05-27,Plus,520.0,5000000
GP-013734,2023-09-22,Plus,595.0,1500000
GP-013735,2021-02-06,Plus,775.0,500000
GP-013736,2021-05-14,Plus,532.0,500000
GP-013737,2023-07-04,Plus,473.0,1500000
GP-013738,2021-06-04,Plus,467.0,1500000
GP-013739,2022-06-08,Basic,391.0,0
GP-013740,2022-07-16,Basic,,0
GP-013741,2023-05-03,Plus,,500000
GP-013742,2023-01-13,Basic,371.0,0
GP-013743,2023-02-19,Basic,372.0,0
GP-013744,2023-06-18,Plus,,500000
GP-013745,2021-05-29,Plus,654.0,500000
GP-013746,2023-08-30,Plus,501.0,500000
GP-013747,2022-02-05,Basic,,0
GP-013748,2022-02-08,Basic,365.0,0
GP-013749,2022-03-10,Basic,404.0,0
GP-013750,2023-07-15,Basic,321.0,0
GP-013751,2022-07-03,Basic,394.0,0
GP-013752,2023-06-30,Basic,386.0,0
GP-013753,2023-07-19,Basic,356.0,0
GP-013754,2022-10-09,Basic,461.0,0
GP-013755,2021-09-22,Plus,447.0,1500000
GP-013756,2023-06-10,Plus,801.0,500000
GP-013757,2021-05-26,Plus,751.0,3000000
GP-013758,2023-09-02,Plus,484.0,5000000
GP-013759,2021-11-18,Basic,429.0,0
GP-013760,2022-02-10,Plus,537.0,1500000
GP-013761,2021-09-22,Basic,422.0,0
GP-013762,2022-06-14,Basic,,0
GP-013763,2022-04-11,Plus,798.0,1500000
GP-013764,2023-02-16,Plus,634.0,1500000
GP-013765,2022-11-21,Plus,455.0,1500000
GP-013766,2021-04-27,Plus,637.0,3000000
GP-013767,2022-12-22,Basic,366.0,0
GP-013768,2023-04-19,Basic,302.0,0
GP-013769,2023-07-28,Plus,538.0,3000000
GP-013770,2021-12-15,Plus,620.0,1500000
GP-013771,2022-06-22,Basic,473.0,0
GP-013772,2022-02-24,Basic,312.0,0
GP-013773,2021-10-03,Plus,837.0,1500000
GP-013774,2021-09-09,Plus,,1500000
GP-013775,2023-08-02,Plus,,5000000
GP-013776,2023-07-23,Basic,353.0,0
GP-013777,2023-03-31,Basic,466.0,0
GP-013778,2023-04-07,Basic,482.0,0
GP-013779,2021-07-25,Plus,692.0,1500000
GP-013780,2022-11-20,Basic,328.0,0
GP-013781,2021-02-12,Basic,329.0,0
GP-013782,2021-11-11,Plus,470.0,1500000
GP-013783,2022-04-24,Basic,449.0,0
GP-013784,2022-05-09,Plus,687.0,1500000
GP-013785,2022-04-30,Basic,438.0,0
GP-013786,2022-06-30,Plus,732.0,500000
GP-013787,2023-08-26,Basic,472.0,0
GP-013788,2022-03-10,Plus,813.0,500000
GP-013789,2022-11-04,Plus,823.0,500000
GP-013790,2022-02-11,Basic,364.0,0
GP-013791,2023-09-05,Plus,,500000
GP-013792,2023-01-13,Plus,,1500000
GP-013793,2021-03-20,Basic,477.0,0
GP-013794,2022-11-21,Plus,572.0,500000
GP-013795,2022-05-11,Plus,809.0,500000
GP-013796,2021-03-25,Plus,573.0,500000
GP-013797,2023-03-02,Basic,387.0,0
GP-013798,2023-06-25,Basic,,0
GP-013799,2021-02-23,Basic,400.0,0
GP-013800,2021-02-13,Basic,425.0,0
GP-013801,2021-04-19,Plus,,500000
GP-013802,2021-02-12,Plus,519.0,500000
GP-013803,2021-10-17,Basic,345.0,0
GP-013804,2021-10-03,Plus,682.0,1500000
GP-013805,2023-02-16,Basic,423.0,0
GP-013806,2021-10-15,Plus,410.0,1500000
GP-013807,2022-01-10,Plus,528.0,500000
GP-013808,2022-06-07,Plus,423.0,5000000
GP-013809,2022-06-04,Plus,410.0,3000000
GP-013810,2021-05-17,Plus,427.0,500000
GP-013811,2023-09-23,Plus,810.0,3000000
GP-013812,2022-08-07,Plus,,500000
GP-013813,2021-01-21,Plus,801.0,1500000
GP-013814,2023-03-25,Basic,499.0,0
GP-013815,2023-03-11,Plus,578.0,3000000
GP-013816,2021-06-20,Basic,,0
GP-013817,2023-09-07,Basic,307.0,0
GP-013818,2021-10-19,Plus,824.0,1500000
GP-013819,2023-02-11,Plus,773.0,500000
GP-013820,2022-09-15,Basic,494.0,0
GP-013821,2023-08-22,Basic,342.0,0
GP-013822,2023-06-09,Plus,591.0,1500000
GP-013823,2022-07-26,Plus,541.0,1500000
GP-013824,2023-05-10,Plus,529.0,1500000
GP-013825,2023-08-16,Plus,401.0,1500000
GP-013826,2023-06-21,Basic,370.0,0
GP-013827,2022-05-24,Basic,320.0,0
GP-013828,2023-02-16,Plus,588.0,1500000
GP-013829,2022-12-09,Basic,345.0,0
GP-013830,2021-01-16,Plus,712.0,500000
GP-013831,2023-06-13,Plus,505.0,3000000
GP-013832,2022-03-03,Plus,712.0,500000
GP-013833,2023-01-01,Plus,776.0,500000
GP-013834,2022-01-30,Basic,327.0,0
GP-013835,2023-05-10,Basic,434.0,0
GP-013836,2023-01-25,Plus,712.0,500000
GP-013837,2022-04-10,Basic,414.0,0
GP-013838,2023-01-27,Basic,301.0,0
GP-013839,2021-05-12,Plus,600.0,500000
GP-013840,2021-04-25,Plus,782.0,500000
GP-013841,2023-01-04,Plus,703.0,3000000
GP-013842,2021-04-10,Basic,,0
GP-013843,2023-05-27,Basic,498.0,0
GP-013844,2022-04-25,Basic,454.0,0
GP-013845,2021-04-20,Plus,682.0,500000
GP-013846,2021-12-16,Plus,737.0,3000000
GP-013847,2023-04-28,Basic,423.0,0
GP-013848,2022-10-09,Plus,674.0,3000000
GP-013849,2021-01-15,Plus,758.0,3000000
GP-013850,2023-04-24,Basic,355.0,0
GP-013851,2021-12-08,Plus,558.0,1500000
GP-013852,2023-09-03,Basic,455.0,0
GP-013853,2022-01-21,Plus,,500000
GP-013854,2021-05-02,Basic,381.0,0
GP-013855,2022-06-03,Basic,391.0,0
GP-013856,2021-08-03,Basic,362.0,0
GP-013857,2022-07-06,Plus,444.0,1500000
GP-013858,2021-03-17,Plus,717.0,1500000
GP-013859,2022-09-25,Plus,793.0,5000000
GP-013860,2023-08-15,Basic,487.0,0
GP-013861,2021-02-10,Basic,361.0,0
GP-013862,2022-06-08,Plus,687.0,3000000
GP-013863,2023-03-14,Plus,785.0,3000000
GP-013864,2023-06-02,Basic,487.0,0
GP-013865,2023-05-20,Basic,350.0,0
GP-013866,2023-05-18,Basic,388.0,0
GP-013867,2021-05-10,Plus,497.0,500000
GP-013868,2022-07-20,Basic,354.0,0
GP-013869,2021-05-22,Plus,447.0,500000
GP-013870,2021-08-02,Plus,535.0,500000
GP-013871,2022-04-22,Plus,580.0,3000000
GP-013872,2022-05-31,Plus,608.0,5000000
GP-013873,2021-01-29,Plus,735.0,3000000
GP-013874,2022-12-11,Basic,320.0,0
GP-013875,2023-05-02,Plus,821.0,500000
GP-013876,2022-03-08,Basic,330.0,0
GP-013877,2023-06-25,Basic,460.0,0
GP-013878,2021-08-23,Plus,629.0,3000000
GP-013879,2023-07-22,Basic,309.0,0
GP-013880,2023-05-04,Plus,708.0,1500000
GP-013881,2023-09-22,Basic,377.0,0
GP-013882,2021-10-28,Basic,354.0,0
GP-013883,2021-06-02,Plus,425.0,3000000
GP-013884,2021-09-16,Plus,555.0,500000
GP-013885,2023-07-04,Basic,337.0,0
GP-013886,2023-03-22,Basic,464.0,0
GP-013887,2023-07-12,Plus,564.0,500000
GP-013888,2023-03-20,Plus,534.0,3000000
GP-013889,2023-03-23,Basic,,0
GP-013890,2023-05-30,Basic,346.0,0
GP-013891,2021-10-13,Basic,341.0,0
GP-013892,2022-06-12,Plus,651.0,500000
GP-013893,2023-01-30,Plus,781.0,1500000
GP-013894,2021-04-06,Plus,,3000000
GP-013895,2022-10-04,Plus,469.0,3000000
GP-013896,2021-06-08,Plus,,1500000
GP-013897,2022-05-30,Plus,646.0,5000000
GP-013898,2022-01-24,Basic,337.0,0
GP-013899,2021-05-12,Plus,,1500000
GP-013900,2021-10-15,Plus,416.0,500000
GP-013901,2021-03-16,Plus,674.0,500000
GP-013902,2023-07-04,Plus,,1500000
GP-013903,2022-12-29,Plus,,500000
GP-013904,2022-10-31,Plus,670.0,500000
GP-013905,2021-07-05,Plus,725.0,500000
GP-013906,2022-11-18,Plus,807.0,500000
GP-013907,2023-03-29,Plus,793.0,1500000
GP-013908,2022-11-01,Basic,383.0,0
GP-013909,2021-04-13,Plus,502.0,500000
GP-013910,2022-04-18,Plus,681.0,500000
GP-013911,2022-01-28,Plus,429.0,500000
GP-013912,2021-06-19,Plus,,1500000
GP-013913,2021-12-06,Basic,317.0,0
GP-013914,2023-08-15,Plus,,1500000
GP-013915,2021-08-28,Plus,572.0,500000
GP-013916,2022-10-25,Plus,688.0,1500000
GP-013917,2022-07-29,Plus,672.0,3000000
GP-013918,2021-01-15,Basic,460.0,0
GP-013919,2023-03-18,Basic,439.0,0
GP-013920,2022-05-27,Plus,797.0,1500000
GP-013921,2023-04-20,Plus,564.0,3000000
GP-013922,2021-03-13,Plus,,5000000
GP-013923,2021-05-25,Plus,,500000
GP-013924,2022-07-08,Plus,580.0,5000000
GP-013925,2021-03-13,Plus,513.0,500000
GP-013926,2021-08-14,Basic,334.0,0
GP-013927,2022-03-13,Plus,505.0,500000
GP-013928,2021-12-17,Plus,539.0,500000
GP-013929,2022-04-14,Basic,366.0,0
GP-013930,2023-01-01,Plus,739.0,500000
GP-013931,2023-09-18,Plus,672.0,3000000
GP-013932,2021-05-18,Basic,344.0,0
GP-013933,2021-04-22,Plus,575.0,1500000
GP-013934,2022-08-14,Basic,340.0,0
GP-013935,2023-06-27,Plus,661.0,3000000
GP-013936,2023-01-27,Basic,360.0,0
GP-013937,2022-03-19,Plus,559.0,1500000
GP-013938,2022-07-31,Basic,449.0,0
GP-013939,2021-07-27,Plus,,500000
GP-013940,2023-09-18,Basic,494.0,0
GP-013941,2021-08-01,Plus,483.0,1500000
GP-013942,2021-06-24,Basic,408.0,0
GP-013943,2023-02-27,Basic,324.0,0
GP-013944,2023-07-09,Basic,321.0,0
GP-013945,2021-09-13,Plus,612.0,500000
GP-013946,2022-10-30,Plus,614.0,500000
GP-013947,2023-05-07,Basic,372.0,0
GP-013948,2022-04-19,Plus,746.0,5000000
GP-013949,2023-03-10,Plus,451.0,500000
GP-013950,2021-09-26,Basic,349.0,0
GP-013951,2021-09-08,Basic,344.0,0
GP-013952,2022-10-28,Basic,469.0,0
GP-013953,2022-03-27,Plus,532.0,1500000
GP-013954,2021-06-15,Plus,607.0,3000000
GP-013955,2021-10-31,Plus,415.0,3000000
GP-013956,2021-11-10,Plus,,3000000
GP-013957,2022-12-19,Plus,657.0,500000
GP-013958,2022-05-14,Basic,,0
GP-013959,2023-06-27,Basic,,0
GP-013960,2022-03-17,Plus,452.0,5000000
GP-013961,2021-02-22,Plus,667.0,1500000
GP-013962,2022-04-20,Basic,416.0,0
GP-013963,2021-07-15,Plus,759.0,500000
GP-013964,2022-05-25,Basic,424.0,0
GP-013965,2022-01-08,Plus,594.0,1500000
GP-013966,2021-02-28,Plus,667.0,500000
GP-013967,2023-05-06,Plus,610.0,500000
GP-013968,2023-08-17,Plus,437.0,5000000
GP-013969,2023-07-10,Plus,,500000
GP-013970,2022-06-06,Plus,836.0,500000
GP-013971,2023-03-27,Plus,665.0,1500000
GP-013972,2023-08-27,Basic,332.0,0
GP-013973,2021-04-02,Plus,,1500000
GP-013974,2021-11-28,Plus,,3000000
GP-013975,2022-01-19,Basic,,0
GP-013976,2022-04-08,Basic,471.0,0
GP-013977,2023-08-27,Plus,534.0,5000000
GP-013978,2021-01-09,Plus,817.0,500000
GP-013979,2022-12-04,Basic,487.0,0
GP-013980,2022-03-26,Basic,374.0,0
GP-013981,2022-12-20,Plus,,3000000
GP-013982,2021-05-22,Plus,619.0,1500000
GP-013983,2021-11-09,Basic,412.0,0
GP-013984,2022-08-20,Plus,457.0,3000000
GP-013985,2022-03-03,Basic,492.0,0
GP-013986,2021-06-09,Plus,641.0,3000000
GP-013987,2021-04-18,Plus,586.0,3000000
GP-013988,2023-03-29,Plus,415.0,1500000
GP-013989,2023-02-04,Plus,520.0,5000000
GP-013990,2022-05-13,Basic,424.0,0
GP-013991,2021-03-14,Plus,803.0,500000
GP-013992,2022-11-11,Basic,497.0,0
GP-013993,2021-08-30,Basic,336.0,0
GP-013994,2022-03-31,Plus,565.0,5000000
GP-013995,2022-05-15,Basic,,0
GP-013996,2023-02-11,Basic,332.0,0
GP-013997,2022-11-06,Basic,,0
GP-013998,2023-02-16,Plus,474.0,3000000
GP-013999,2023-01-17,Basic,413.0,0
GP-014000,2022-01-30,Basic,386.0,0
GP-014001,2023-01-03,Plus,735.0,3000000
GP-014002,2023-03-23,Plus,480.0,3000000
GP-014003,2023-09-08,Plus,409.0,3000000
GP-014004,2021-03-21,Plus,586.0,3000000
GP-014005,2023-03-20,Plus,466.0,5000000
GP-014006,2021-10-18,Plus,621.0,500000
GP-014007,2023-03-08,Plus,550.0,500000
GP-014008,2023-04-02,Basic,338.0,0
GP-014009,2023-03-14,Plus,,1500000
GP-014010,2021-01-18,Plus,546.0,500000
GP-014011,2022-01-08,Basic,424.0,0
GP-014012,2022-04-27,Plus,442.0,3000000
GP-014013,2021-02-08,Basic,479.0,0
GP-014014,2023-06-07,Basic,353.0,0
GP-014015,2023-07-24,Plus,698.0,1500000
GP-014016,2022-01-03,Basic,359.0,0
GP-014017,2021-09-07,Basic,,0
GP-014018,2022-08-26,Plus,768.0,500000
GP-014019,2022-05-28,Basic,458.0,0
GP-014020,2021-08-05,Basic,404.0,0
GP-014021,2023-04-15,Plus,640.0,500000
GP-014022,2023-03-29,Basic,361.0,0
GP-014023,2021-04-24,Basic,413.0,0
GP-014024,2022-06-18,Basic,350.0,0
GP-014025,2022-12-11,Plus,440.0,500000
GP-014026,2021-03-25,Basic,,0
GP-014027,2021-07-12,Basic,372.0,0
GP-014028,2021-10-02,Plus,773.0,500000
GP-014029,2022-11-17,Plus,627.0,1500000
GP-014030,2021-02-13,Plus,585.0,3000000
GP-014031,2023-07-30,Plus,794.0,3000000
GP-014032,2022-09-04,Basic,338.0,0
GP-014033,2023-03-06,Basic,471.0,0
GP-014034,2022-12-28,Plus,556.0,1500000
GP-014035,2022-10-17,Plus,644.0,3000000
GP-014036,2022-01-22,Basic,344.0,0
GP-014037,2021-10-01,Basic,460.0,0
GP-014038,2022-10-06,Basic,499.0,0
GP-014039,2022-10-11,Plus,486.0,1500000
GP-014040,2022-06-24,Plus,450.0,1500000
GP-014041,2021-02-20,Plus,729.0,3000000
GP-014042,2021-06-24,Plus,445.0,1500000
GP-014043,2022-03-02,Plus,775.0,1500000
GP-014044,2022-06-26,Basic,,0
GP-014045,2023-06-26,Plus,729.0,1500000
GP-014046,2022-11-26,Plus,417.0,500000
GP-014047,2022-02-24,Basic,416.0,0
GP-014048,2021-07-05,Plus,,1500000
GP-014049,2021-03-04,Plus,736.0,5000000
GP-014050,2023-01-11,Plus,655.0,500000
GP-014051,2021-11-14,Basic,476.0,0
GP-014052,2021-04-19,Plus,676.0,5000000
GP-014053,2021-09-30,Basic,474.0,0
GP-014054,2022-02-15,Basic,405.0,0
GP-014055,2023-01-04,Basic,432.0,0
GP-014056,2021-05-08,Basic,339.0,0
GP-014057,2023-06-21,Plus,740.0,3000000
GP-014058,2021-08-09,Plus,658.0,500000
GP-014059,2021-09-28,Basic,,0
GP-014060,2021-10-22,Basic,323.0,0
GP-014061,2023-06-22,Plus,727.0,3000000
GP-014062,2023-05-12,Plus,676.0,5000000
GP-014063,2023-03-13,Basic,,0
GP-014064,2022-06-17,Plus,658.0,1500000
GP-014065,2022-11-08,Plus,557.0,500000
GP-014066,2021-11-28,Basic,490.0,0
GP-014067,2021-01-18,Plus,496.0,1500000
GP-014068,2023-02-27,Plus,403.0,500000
GP-014069,2023-05-27,Basic,,0
GP-014070,2021-12-24,Plus,815.0,500000
GP-014071,2022-11-18,Basic,311.0,0
GP-014072,2021-08-15,Basic,369.0,0
GP-014073,2021-07-22,Plus,451.0,1500000
GP-014074,2023-05-22,Basic,,0
GP-014075,2023-04-28,Plus,585.0,3000000
GP-014076,2022-06-21,Plus,494.0,3000000
GP-014077,2022-09-02,Plus,537.0,1500000
GP-014078,2022-09-01,Basic,399.0,0
GP-014079,2021-11-12,Basic,441.0,0
GP-014080,2023-04-08,Basic,311.0,0
GP-014081,2023-02-06,Plus,590.0,1500000
GP-014082,2021-05-15,Plus,467.0,500000
GP-014083,2023-07-08,Plus,837.0,3000000
GP-014084,2021-09-29,Basic,478.0,0
GP-014085,2023-02-03,Plus,714.0,5000000
GP-014086,2023-03-06,Plus,692.0,500000
GP-014087,2023-08-05,Plus,597.0,3000000
GP-014088,2023-08-16,Basic,370.0,0
GP-014089,2021-07-09,Basic,,0
GP-014090,2023-07-09,Basic,379.0,0
GP-014091,2022-12-06,Plus,574.0,500000
GP-014092,2022-12-21,Plus,615.0,3000000
GP-014093,2021-06-04,Plus,500.0,500000
GP-014094,2022-05-10,Plus,744.0,1500000
GP-014095,2023-02-04,Basic,414.0,0
GP-014096,2021-10-11,Basic,425.0,0
GP-014097,2022-03-26,Basic,324.0,0
GP-014098,2023-02-11,Plus,652.0,500000
GP-014099,2022-01-26,Plus,701.0,500000
GP-014100,2022-12-01,Plus,,500000
GP-014101,2021-05-18,Plus,456.0,1500000
GP-014102,2022-01-13,Basic,397.0,0
GP-014103,2022-12-21,Plus,,3000000
GP-014104,2023-01-03,Plus,571.0,5000000
GP-014105,2022-07-27,Plus,,500000
GP-014106,2022-04-14,Plus,777.0,3000000
GP-014107,2023-04-12,Plus,738.0,1500000
GP-014108,2022-08-03,Basic,358.0,0
GP-014109,2023-04-09,Plus,846.0,500000
GP-014110,2022-12-06,Plus,590.0,1500000
GP-014111,2023-01-20,Plus,707.0,1500000
GP-014112,2021-07-11,Basic,324.0,0
GP-014113,2021-02-27,Plus,831.0,500000
GP-014114,2021-06-07,Basic,328.0,0
GP-014115,2021-05-31,Plus,537.0,500000
GP-014116,2021-07-21,Basic,484.0,0
GP-014117,2022-02-10,Plus,,500000
GP-014118,2021-12-15,Plus,,500000
GP-014119,2022-12-12,Basic,345.0,0
GP-014120,2022-10-06,Basic,456.0,0
GP-014121,2021-11-02,Plus,,1500000
GP-014122,2021-03-13,Basic,,0
GP-014123,2023-04-17,Basic,471.0,0
GP-014124,2023-02-13,Plus,458.0,1500000
GP-014125,2022-03-12,Plus,807.0,500000
GP-014126,2022-09-04,Plus,,1500000
GP-014127,2023-05-28,Plus,794.0,3000000
GP-014128,2022-01-07,Basic,,0
GP-014129,2022-01-10,Plus,742.0,5000000
GP-014130,2023-03-29,Basic,349.0,0
GP-014131,2022-05-14,Basic,498.0,0
GP-014132,2022-07-14,Plus,688.0,1500000
GP-014133,2023-09-16,Basic,,0
GP-014134,2022-03-07,Basic,372.0,0
GP-014135,2022-11-20,Basic,422.0,0
GP-014136,2022-02-20,Basic,479.0,0
GP-014137,2023-04-12,Basic,320.0,0
GP-014138,2021-10-18,Plus,,5000000
GP-014139,2021-10-23,Plus,769.0,500000
GP-014140,2021-06-12,Plus,498.0,500000
GP-014141,2022-12-30,Basic,,0
GP-014142,2021-01-16,Basic,,0
GP-014143,2023-03-22,Basic,451.0,0
GP-014144,2021-09-02,Basic,460.0,0
GP-014145,2021-07-25,Plus,567.0,3000000
GP-014146,2021-11-25,Basic,327.0,0
GP-014147,2022-10-02,Plus,676.0,5000000
GP-014148,2022-03-09,Plus,834.0,500000
GP-014149,2022-07-15,Plus,580.0,3000000
GP-014150,2021-06-27,Plus,783.0,500000
GP-014151,2022-01-21,Plus,419.0,1500000
GP-014152,2023-05-06,Basic,437.0,0
GP-014153,2023-08-21,Plus,685.0,500000
GP-014154,2021-11-03,Plus,478.0,3000000
GP-014155,2023-09-27,Plus,506.0,500000
GP-014156,2022-04-10,Plus,744.0,500000
GP-014157,2022-10-10,Plus,,3000000
GP-014158,2022-05-11,Basic,406.0,0
GP-014159,2021-01-20,Plus,755.0,500000
GP-014160,2022-04-08,Plus,634.0,500000
GP-014161,2022-09-17,Plus,609.0,3000000
GP-014162,2023-04-26,Plus,418.0,500000
GP-014163,2023-06-12,Basic,471.0,0
GP-014164,2022-09-29,Plus,639.0,500000
GP-014165,2022-03-23,Basic,385.0,0
GP-014166,2023-01-05,Plus,,500000
GP-014167,2023-02-08,Basic,471.0,0
GP-014168,2021-06-28,Basic,402.0,0
GP-014169,2021-08-31,Plus,833.0,500000
GP-014170,2022-12-18,Basic,443.0,0
GP-014171,2021-06-12,Plus,,500000
GP-014172,2021-05-19,Basic,350.0,0
GP-014173,2023-05-20,Basic,478.0,0
GP-014174,2022-07-24,Plus,463.0,1500000
GP-014175,2023-03-15,Plus,626.0,3000000
GP-014176,2021-02-20,Plus,441.0,3000000
GP-014177,2022-02-28,Basic,,0
GP-014178,2023-05-21,Plus,765.0,5000000
GP-014179,2022-08-25,Plus,664.0,1500000
GP-014180,2021-06-06,Basic,345.0,0
GP-014181,2023-06-30,Plus,790.0,500000
GP-014182,2022-06-01,Plus,408.0,5000000
GP-014183,2021-06-07,Basic,379.0,0
GP-014184,2022-03-03,Plus,,500000
GP-014185,2023-09-06,Plus,602.0,5000000
GP-014186,2022-01-21,Basic,328.0,0
GP-014187,2022-06-07,Plus,623.0,500000
GP-014188,2022-11-23,Basic,404.0,0
GP-014189,2022-07-31,Basic,306.0,0
GP-014190,2021-11-28,Basic,362.0,0
GP-014191,2022-06-27,Basic,351.0,0
GP-014192,2023-06-04,Basic,474.0,0
GP-014193,2022-04-26,Basic,326.0,0
GP-014194,2023-04-28,Plus,410.0,1500000
GP-014195,2021-05-14,Basic,467.0,0
GP-014196,2022-12-25,Plus,548.0,3000000
GP-014197,2023-07-03,Basic,366.0,0
GP-014198,2021-08-28,Plus,669.0,3000000
GP-014199,2021-08-25,Basic,,0
GP-014200,2023-09-19,Plus,726.0,1500000
GP-014201,2022-03-04,Plus,846.0,500000
GP-014202,2021-05-28,Basic,397.0,0
GP-014203,2022-07-11,Basic,448.0,0
GP-014204,2021-07-28,Basic,392.0,0
GP-014205,2021-08-07,Plus,697.0,1500000
GP-014206,2021-06-16,Plus,,1500000
GP-014207,2021-07-01,Basic,364.0,0
GP-014208,2023-08-03,Basic,463.0,0
GP-014209,2022-03-23,Plus,729.0,1500000
GP-014210,2023-08-23,Plus,,3000000
GP-014211,2021-10-03,Basic,,0
GP-014212,2021-03-22,Basic,381.0,0
GP-014213,2021-03-20,Plus,530.0,1500000
GP-014214,2023-01-01,Plus,545.0,1500000
GP-014215,2021-05-09,Plus,434.0,3000000
GP-014216,2023-01-21,Basic,305.0,0
GP-014217,2021-10-26,Basic,365.0,0
GP-014218,2022-12-06,Basic,,0
GP-014219,2021-05-10,Basic,333.0,0
GP-014220,2023-07-18,Basic,472.0,0
GP-014221,2021-07-13,Basic,369.0,0
GP-014222,2022-06-07,Basic,465.0,0
GP-014223,2022-12-10,Basic,314.0,0
GP-014224,2021-11-14,Basic,311.0,0
GP-014225,2023-07-13,Plus,,5000000
GP-014226,2021-01-29,Basic,385.0,0
GP-014227,2021-10-15,Plus,741.0,3000000
GP-014228,2023-06-08,Basic,496.0,0
GP-014229,2023-07-17,Plus,,5000000
GP-014230,2022-06-15,Plus,451.0,500000
GP-014231,2023-03-12,Basic,366.0,0
GP-014232,2022-01-24,Basic,436.0,0
GP-014233,2023-01-16,Plus,656.0,5000000
GP-014234,2022-06-19,Plus,753.0,500000
GP-014235,2022-06-27,Plus,690.0,500000
GP-014236,2022-09-28,Basic,302.0,0
GP-014237,2021-06-19,Plus,749.0,5000000
GP-014238,2021-01-06,Plus,,5000000
GP-014239,2022-07-18,Basic,417.0,0
